Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves
"Caro-Kann Defense, Classical Variation, Flohr Variation",,1157,B18,2018-07-09,2340,2313,35.00%,40.00%,25.00%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Nh3
"Caro-Kann Defense, Classical Variation, Lobron System",,2528,B19,2018-07-09,2295,2332,30.10%,38.40%,31.50%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6 11.Bd2 Ngf6 12.O-O-O Be7
"Caro-Kann Defense, Classical Variation, Main lines",,3981,B18,2018-07-07,2282,2238,35.10%,36.00%,28.90%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4
"Caro-Kann Defense, Classical Variation, Maroczy Attack",,246,B18,2018-06-05,2186,2113,46.30%,25.60%,28.10%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.f4
"Caro-Kann Defense, Classical Variation, Seirawan Variation",,7783,B19,2018-07-08,2287,2246,36.10%,41.00%,22.80%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3
"Caro-Kann Defense, De Bruycker Defense",,330,A40,2018-05-31,2161,2254,30.90%,27.30%,41.80%,1.e4 c6 2.d4 Na6
"Caro-Kann Defense, Euwe Attack",,145,B10,2018-05-25,2157,2140,37.90%,23.40%,38.60%,1.e4 c6 2.b3
"Caro-Kann Defense, Exchange Variation, Rubinstein Variation",,2966,B13,2018-07-07,2186,2142,35.30%,35.40%,29.30%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4
"Caro-Kann Defense, Exchange Variation",,7846,B13,2018-07-08,2089,2065,31.90%,30.20%,37.90%,1.e4 c6 2.d4 d5 3.exd5
"Caro-Kann Defense, Finnish Variation",,128,B16,2018-06-14,2139,2193,33.60%,26.60%,39.80%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 h6
"Caro-Kann Defense, Forgacs Variation",,637,B15,2018-06-30,2348,2309,31.70%,47.40%,20.90%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.Bc4
"Caro-Kann Defense, General",,5613,B10,2018-07-08,2084,2109,38.20%,23.60%,38.30%,1.e4 c6
"Caro-Kann Defense, Goldman Variation",,627,B12,2018-07-07,2209,2171,38.00%,29.80%,32.20%,1.e4 c6 2.Nc3 d5 3.Qf3
"Caro-Kann Defense, Gurgenidze Counterattack",,212,B15,2018-06-30,2169,2214,37.30%,24.50%,38.20%,1.e4 c6 2.d4 d5 3.Nc3 b5
"Caro-Kann Defense, Gurgenidze System",,2847,B15,2018-07-05,2203,2268,31.70%,30.50%,37.80%,1.e4 c6 2.d4 d5 3.Nc3 g6
"Caro-Kann Defense, Hillbilly Attack",,105,B00,2018-07-01,1679,1706,20.00%,15.20%,64.80%,1.e4 c6 2.Bc4
"Caro-Kann Defense, Karpov Variation",,3860,B17,2018-07-05,2187,2224,27.10%,41.00%,31.90%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7
"Caro-Kann Defense, Karpov Variation, Modern Main Line",,1626,B17,2018-07-04,2434,2375,39.90%,40.80%,19.30%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Ng5 Ngf6 6.Bd3 e6 7.N1f3 Bd6 8.Qe2 h6 9.Ne4 Nxe4 10.Qxe4
"Caro-Kann Defense, Karpov Variation, Modern Variation",,903,B17,2018-07-01,2329,2265,47.30%,27.50%,25.30%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Ng5
"Caro-Kann Defense, Karpov Variation, Modern Variation, Ivanchuk Defense",,172,B17,2018-06-01,2209,2311,21.50%,32.00%,46.50%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Ng5 Ndf6
"Caro-Kann Defense, Karpov Variation, Modern Variation, Kasparov Attack",,1635,B17,2018-06-29,2232,2200,36.60%,33.60%,29.80%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3
"Caro-Kann Defense, Karpov Variation, Smyslov Variation",,1097,B17,2018-04-15,2255,2299,24.40%,37.60%,38.00%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Ng5 e6 7.Qe2 Nb6
"Caro-Kann Defense, Karpov Variation, Smyslov Variation, Main Line",,730,B17,2018-06-17,2381,2328,40.10%,36.40%,23.40%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Ng5 e6 7.Qe2 Nb6 8.Bb3
"Caro-Kann Defense, Karpov Variation, Tiviakov-Fischer Attack",,467,B17,2018-06-17,2289,2339,20.80%,48.40%,30.80%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Bc4 Ngf6 6.Nxf6+ Nxf6
"Caro-Kann Defense, Main Line",,1142,B15,2018-07-01,2128,2097,37.80%,26.70%,35.50%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4
"Caro-Kann Defense, Maroczy Variation",,2962,B12,2018-07-09,2240,2210,41.90%,25.60%,32.50%,1.e4 c6 2.d4 d5 3.f3
"Caro-Kann Defense, Maroczy Variation, Maroczy Gambit",,266,B12,2018-06-11,2299,2158,69.50%,15.80%,14.70%,1.e4 c6 2.d4 d5 3.f3 dxe4 4.fxe4 e5 5.Nf3 exd4 6.Bc4
"Caro-Kann Defense, Modern Variation",,873,B12,2018-07-07,2326,2261,41.60%,32.20%,26.20%,1.e4 c6 2.d4 d5 3.Nd2
"Caro-Kann Defense, Panov Attack",,4953,B14,2018-07-07,2166,2204,26.00%,31.60%,42.50%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6
"Caro-Kann Defense, Panov Attack",,339,B13,2018-06-01,2142,2094,49.30%,26.30%,24.50%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3
"Caro-Kann Defense, Panov Attack",,784,B13,2018-07-01,2113,2071,50.60%,24.50%,24.90%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4
"Caro-Kann Defense, Panov Attack, Fianchetto Defense",,2266,B14,2018-07-08,2258,2289,30.20%,36.40%,33.40%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6
"Caro-Kann Defense, Panov Attack, Fianchetto Defense, Fianchetto Gambit",,823,B13,2018-06-29,2238,2273,30.10%,31.40%,38.50%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.cxd5 Bg7
"Caro-Kann Defense, Panov Attack, Gunderam Attack",,107,B13,2017-08-21,2128,2067,37.40%,22.40%,40.20%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.c5
"Caro-Kann Defense, Panov Attack, Modern Defense",,2815,B13,2018-07-02,2223,2245,30.60%,32.30%,37.10%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6
"Caro-Kann Defense, Panov Attack, Modern Defense, Carlsbad Line",,602,B13,2018-07-08,2253,2255,21.60%,38.20%,40.20%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6
"Caro-Kann Defense, Panov Attack, Modern Defense, Czerniak Line",,240,B13,2018-02-17,2234,2304,15.00%,38.30%,46.70%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qa5
"Caro-Kann Defense, Panov Attack, Modern Defense, Mieses Line",,1935,B13,2018-07-09,2205,2207,25.90%,43.60%,30.40%,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4
"Caro-Kann Defense, Rasa-Studier Gambit",,117,B15,2018-05-19,2080,2040,35.90%,23.10%,41.00%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.f3
"Caro-Kann Defense, Standard, Unorthodox Replies",,621,B15,2018-07-08,2112,2042,46.90%,21.30%,31.90%,1.e4 c6 2.d4 d5 3.Nc3
"Caro-Kann Defense, Tartakower Variation",,2036,B15,2018-07-08,2164,2199,26.40%,34.00%,39.60%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6
"Caro-Kann Defense, Two Knights Attack",,3867,B10,2018-07-09,2268,2228,41.70%,30.50%,27.80%,1.e4 c6 2.Nc3 d5 3.Nf3
"Caro-Kann Defense, Two Knights Attack, Mindeno Variation",,639,B11,2018-07-05,2170,2183,36.50%,29.30%,34.30%,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4
"Caro-Kann Defense, Two Knights Attack, Mindeno Variation, Exchange Line",,3765,B11,2018-07-08,2280,2300,28.70%,35.60%,35.80%,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3
"Caro-Kann Defense, Two Knights Attack, Mindeno Variation, Retreat Line",,822,B11,2018-06-26,2203,2210,32.60%,25.70%,41.70%,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bh5
"Caro-Kann Defense, Von Hennig Gambit",,139,B15,2018-07-07,2118,2119,36.00%,20.90%,43.20%,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Bc4
"Catalan Opening, Closed Variation",,10776,E06,2018-07-08,2398,2359,41.40%,40.40%,18.30%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3
"Catalan Opening, Closed Variation",,1407,E08,2018-07-07,2369,2309,56.30%,31.10%,12.70%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2
"Catalan Opening, Closed Variation",,838,E07,2018-06-29,2133,2165,21.70%,32.00%,46.30%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7
"Catalan Opening, Closed Variation",,2383,E01,2018-07-08,2331,2290,40.80%,34.20%,25.10%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2
"Catalan Opening, Closed Variation, Botvinnik Variation",,290,E07,2018-05-01,2429,2384,52.80%,30.30%,16.90%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Nc3 c6 8.Qd3
"Catalan Opening, Closed Variation, Rabinovich Variation",,116,E09,2018-04-08,2252,2303,22.40%,31.90%,45.70%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2 b5
"Catalan Opening, Closed Variation, Traditional Variation",,1734,E09,2018-07-05,2197,2240,16.60%,37.20%,46.30%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2 b6
"Catalan Opening, General",,9894,E00,2018-07-09,2373,2339,35.70%,36.70%,27.60%,1.d4 Nf6 2.c4 e6 3.g3
"Catalan Opening, Open Defense",,397,E02,2018-04-10,2392,2362,27.50%,45.10%,27.50%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+
"Catalan Opening, Open Defense",,6348,E04,2018-07-09,2429,2396,34.70%,39.00%,26.30%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3
"Catalan Opening, Open Defense, Classical Line",,559,E05,2018-06-29,2189,2236,15.70%,36.30%,47.90%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Be7
"Catalan Opening, Open Defense, Modern Sharp Variation",,944,E04,2018-07-03,2378,2408,23.40%,43.80%,32.80%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Nc6 6.Qa4 Bb4+
"Catalan Opening, Open Defense, Tarrasch Defense",,492,E04,2018-06-20,2072,2130,17.90%,29.50%,52.60%,1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 c5 5.Nf3 Nc6
"Center Game, Accepted",,314,C21,2018-07-08,2001,2011,27.70%,23.90%,48.40%,1.e4 e5 2.d4 exd4
"Center Game, Berger Variation",,1255,C22,2018-07-05,2148,2166,38.80%,22.70%,38.50%,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6
"Center Game, Normal Variation",,154,C22,2018-07-04,2177,2074,58.40%,17.50%,24.00%,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6
"Center Game, Paulsen Attack Variation",,1209,C22,2018-05-23,2111,2068,51.10%,18.60%,30.30%,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3
"Clemenz Opening, General",,183,A00,2018-06-02,2128,2117,36.60%,21.90%,41.50%,1.h3
Colle System,,1126,D05,2018-07-09,2101,2104,31.50%,33.70%,34.80%,1.d4 d5 2.Nf3 Nf6 3.e3 e6
Colle System,,2193,D05,2018-07-07,2092,2075,44.40%,28.40%,27.10%,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3
"Colle System, Traditional Colle",,1649,D05,2018-07-01,2134,2094,36.80%,29.00%,34.30%,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.c3
"Czech Defense, General",,7257,B07,2018-07-06,2154,2202,33.20%,25.40%,41.40%,1.e4 d6 2.d4 Nf6 3.Nc3 c6
"Danish Gambit, Declined, Sorensen Defense",,366,C21,2018-06-01,2142,2138,38.50%,30.10%,31.40%,1.e4 e5 2.d4 exd4 3.c3 d5
"Danish Gambit, General",,490,C21,2018-06-17,1989,1975,48.40%,14.70%,36.90%,1.e4 e5 2.d4 exd4 3.c3
"Dutch Defense, Alekhine Variation",,324,A92,2018-06-27,2281,2322,24.10%,36.10%,39.80%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Ne4
"Dutch Defense, Blackburne Variation",,314,A81,2018-07-09,2311,2297,41.10%,32.80%,26.10%,1.d4 f5 2.g3 Nf6 3.Bg2 e6 4.Nh3
"Dutch Defense, Blackmar's Second Gambit",,255,A80,2018-06-28,2199,2199,36.50%,21.60%,42.00%,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3
"Dutch Defense, Classical Variation",,1640,A84,2018-07-02,2151,2175,31.10%,29.90%,39.00%,1.d4 f5 2.c4 e6
"Dutch Defense, Classical Variation",,2076,A90,2018-07-06,2334,2298,44.00%,30.90%,25.10%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2
"Dutch Defense, Classical Variation",,341,A91,2018-07-04,2221,2215,29.00%,31.70%,39.30%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7
"Dutch Defense, Classical Variation",,204,A92,2018-05-05,2174,2259,19.10%,30.40%,50.50%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O
"Dutch Defense, Classical Variation, Blackburne Attack",,202,A91,2018-06-17,2350,2283,50.50%,30.20%,19.30%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nh3
"Dutch Defense, Classical Variation, Buenos Aires Variation",,726,A96,2018-06-30,2209,2244,27.40%,29.90%,42.70%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 a5
"Dutch Defense, Classical Variation, General",,811,A96,2018-06-25,2171,2214,23.10%,28.10%,48.80%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6
"Dutch Defense, Classical Variation, Huisl Variation",,652,A96,2018-07-09,2187,2193,27.60%,31.80%,40.60%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Ne4
"Dutch Defense, Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line",,300,A98,2018-07-02,2295,2266,42.00%,30.30%,27.70%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.Qc2
"Dutch Defense, Classical Variation, Ilyin-Zhenevsky Variation, General",,617,A97,2018-05-22,2196,2240,25.10%,31.90%,43.00%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8
"Dutch Defense, Classical Variation, Ilyin-Zhenevsky Variation, Modern Main Line",,414,A99,2018-05-28,2398,2336,52.90%,26.80%,20.30%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.b3
"Dutch Defense, Classical Variation, Stonewall Variation",,644,A95,2018-07-09,2173,2213,25.50%,30.10%,44.40%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.Nc3 c6
"Dutch Defense, Classical Variation, Stonewall Variation",,379,A94,2018-07-08,2356,2299,52.20%,32.20%,15.60%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3 c6 8.Ba3
"Dutch Defense, Classical Variation, Stonewall Variation, Botvinnik Variation",,328,A93,2017-11-16,2386,2328,39.30%,35.10%,25.60%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3
"Dutch Defense, Fianchetto Attack",,1987,A81,2018-07-07,2316,2286,44.20%,29.30%,26.50%,1.d4 f5 2.g3
"Dutch Defense, Fianchetto Variation",,157,A86,2018-07-08,2273,2229,43.30%,26.80%,29.90%,1.d4 f5 2.c4 Nf6 3.g3
"Dutch Defense, General",,6169,A80,2018-07-06,2143,2176,34.70%,27.20%,38.00%,1.d4 f5
"Dutch Defense, Hopton Attack",,3271,A80,2018-07-07,2281,2228,47.50%,24.50%,28.00%,1.d4 f5 2.Bg5
"Dutch Defense, Janzen-Korchnoi Gambit",,114,A80,2018-05-26,2127,2164,42.10%,21.90%,36.00%,1.d4 f5 2.h3 Nf6 3.g4
"Dutch Defense, Kmoch Attack",,113,A80,2018-03-08,2257,2206,46.00%,19.50%,34.50%,1.d4 f5 2.Qd3
"Dutch Defense, Korchnoi Attack",,196,A80,2018-05-05,2233,2222,42.90%,20.40%,36.70%,1.d4 f5 2.h3
"Dutch Defense, Krejcik Gambit",,304,A80,2018-06-16,2201,2181,47.70%,17.80%,34.50%,1.d4 f5 2.g4
"Dutch Defense, Leningrad Variation",,612,A86,2018-07-04,2237,2248,31.70%,32.00%,36.30%,1.d4 f5 2.c4 Nf6 3.g3 g6
"Dutch Defense, Leningrad Variation",,1836,A87,2018-07-07,2317,2269,39.20%,32.20%,28.50%,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3
"Dutch Defense, Leningrad Variation, Matulovic Variation",,2837,A89,2018-07-09,2234,2263,32.00%,29.10%,39.00%,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6 7.Nc3 Nc6
"Dutch Defense, Leningrad Variation, Warsaw Variation",,3696,A88,2018-07-08,2265,2298,30.40%,33.80%,35.80%,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6 7.Nc3 c6
"Dutch Defense, Modern Stonewall Variation",,2133,A97,2010-05-23,2286,2331,23.10%,39.30%,37.60%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 d5 5.Nf3 c6 6.O-O Bd6
"Dutch Defense, Nimzo-Dutch Variation",,609,A90,2018-06-26,2208,2295,22.00%,29.10%,48.90%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bb4+
"Dutch Defense, Nimzo-Dutch Variation, Alekhine Variation",,125,A90,2018-05-13,2286,2319,29.60%,31.20%,39.20%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bb4+ 5.Bd2 Be7
"Dutch Defense, Normal Variation",,641,A84,2018-06-20,2109,2128,38.40%,21.80%,39.80%,1.d4 f5 2.c4 Nf6
"Dutch Defense, Queen's Knight Variation",,3957,A85,2018-07-02,2168,2143,38.00%,24.60%,37.50%,1.d4 f5 2.c4 Nf6 3.Nc3
"Dutch Defense, Raphael Variation",,2656,A80,2018-07-08,2309,2261,48.40%,26.60%,25.00%,1.d4 f5 2.Nc3
"Dutch Defense, Rubinstein Variation",,2336,A84,2018-06-27,2184,2160,39.60%,27.40%,33.00%,1.d4 f5 2.c4 e6 3.Nc3
"Dutch Defense, Semi-Leningrad Variation",,5568,A81,2018-07-09,2270,2307,24.50%,32.80%,42.70%,1.d4 f5 2.g3 Nf6 3.Bg2 g6
"Dutch Defense, Staunton Gambit, Accepted",,172,A82,2018-01-31,2043,2131,29.10%,19.80%,51.20%,1.d4 f5 2.e4 fxe4
"Dutch Defense, Staunton Gambit, Chigorin Variation",,322,A83,2018-06-25,2154,2214,32.60%,25.20%,42.20%,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 c6
"Dutch Defense, Staunton Gambit, General Variation",,1330,A83,2018-07-01,2194,2166,40.90%,24.50%,34.60%,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5
"Dutch Defense, Staunton Gambit, Lasker Variation",,105,A83,2018-03-28,2298,2231,47.60%,27.60%,24.80%,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 g6 5.f3
"Dutch Defense, Stonewall Variation, General Variation",,317,A92,2018-06-30,2250,2292,23.00%,31.90%,45.10%,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5
"Dutch Defense, Stonewall Variation, Modern Variation",,2065,A90,2018-07-02,2170,2201,23.10%,34.50%,42.30%,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 c6 5.Bg2 d5 6.O-O Bd6
"Elephant Gambit, General",,431,C40,2018-06-23,1968,2014,31.60%,19.50%,49.00%,1.e4 e5 2.Nf3 d5
"Elephant Gambit, Maroczy Gambit",,162,C40,2018-06-18,2011,2054,28.40%,15.40%,56.20%,1.e4 e5 2.Nf3 d5 3.exd5 Bd6
"Elephant Gambit, Paulsen Countergambit",,280,C40,2018-05-30,1871,1918,32.50%,12.90%,54.60%,1.e4 e5 2.Nf3 d5 3.exd5 e4
"English Defense, General",,2031,A40,2010-05-28,2319,2353,33.50%,30.30%,36.10%,1.d4 e6 2.c4 b6
"English Defense, Perrin Variation",,236,A40,2018-07-05,2384,2426,30.90%,30.90%,38.10%,1.c4 e6 2.d4 b6 3.e4 Bb7 4.Bd3 Nc6
"English Opening, Adorjan Defense",,211,A10,2018-07-08,2451,2482,24.20%,42.20%,33.60%,1.c4 g6 2.e4 e5
"English Opening, Agincourt Defense",,7378,A13,2018-07-08,2207,2225,32.90%,30.90%,36.20%,1.c4 e6
"English Opening, Agincourt Defense, Agincourt Variation",,2111,A13,2018-07-08,2368,2335,38.10%,35.80%,26.10%,1.c4 e6 2.Nf3 d5 3.g3
"English Opening, Agincourt Defense, Bogoljubow Defense",,259,A13,2018-06-15,2080,2059,22.00%,25.90%,52.10%,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Bd6
"English Opening, Agincourt Defense, Catalan Defense Accepted",,3992,A13,2018-07-08,2369,2394,25.30%,43.10%,31.60%,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 dxc4
"English Opening, Agincourt Defense, Catalan Defense, Semi-Slav Defense",,1711,A13,2018-06-30,2111,2131,20.90%,29.40%,49.70%,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c6
"English Opening, Agincourt Defense, Keres Defense",,973,A14,2018-06-23,2325,2356,18.70%,46.00%,35.30%,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O c5 6.cxd5 Nxd5 7.Nc3 Nc6
"English Opening, Agincourt Defense, King's Knight",,4251,A13,2018-07-06,2273,2286,27.60%,36.20%,36.20%,1.c4 e6 2.Nf3 d5
"English Opening, Agincourt Defense, Kurajica Defense",,504,A13,2018-06-27,2159,2219,18.40%,32.50%,49.00%,1.c4 e6 2.Nf3 d5 3.g3 c6
"English Opening, Agincourt Defense, Neo Catalan Declined",,7749,A14,2018-07-08,2370,2350,39.20%,38.10%,22.80%,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Be7 5.O-O
"English Opening, Agincourt Defense, Tarrasch Defense",,745,A14,2018-06-04,2263,2269,27.90%,31.70%,40.40%,1.c4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 c5 5.b3 Nc6 6.O-O Be7
"English Opening, Agincourt Defense, Wimpy System",,696,A13,2018-07-08,2275,2291,34.80%,32.00%,33.20%,1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 5.e3
"English Opening, Anglo-Dutch Defense",,5167,A10,2018-07-07,2176,2203,31.00%,27.40%,41.60%,1.c4 f5
"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation",,1022,A16,2018-07-02,2242,2251,24.50%,36.60%,38.90%,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nxc3
"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation",,1380,A16,2018-06-28,2243,2279,25.80%,31.60%,42.60%,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 g6 5.Bg2 Nb6
"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation",,876,A16,2018-07-06,2330,2287,47.00%,32.00%,21.00%,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.Nf3
"English Opening, Anglo-Indian Defense, Anti-Anti-Grünfeld",,704,A17,2018-06-22,2397,2361,38.80%,36.10%,25.10%,1.c4 Nf6 2.Nc3 g6 3.Nf3 Bg7 4.e4
"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation",,1975,A18,2018-06-29,2358,2334,44.70%,31.90%,23.40%,1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5
"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation",,1261,A18,2018-07-02,2263,2212,54.60%,23.90%,21.50%,1.c4 Nf6 2.Nc3 e6 3.e4
"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation",,170,A18,2018-06-26,1981,1993,23.50%,18.80%,57.60%,1.c4 Nf6 2.Nc3 e6 3.e4 Nc6
"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation",,328,A19,2018-05-31,2280,2338,27.10%,31.70%,41.20%,1.c4 Nf6 2.Nc3 e6 3.e4 c5
"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit",,812,A19,2018-06-26,2323,2354,28.40%,34.60%,37.00%,1.c4 Nf6 2.Nc3 e6 3.e4 c5 4.e5 Ng8
